"date","open","high","low","close","stock"
2018-12-03,47950,48400,46950,47200,"KB금융"
2018-12-04,47150,47950,47150,47950,"KB금융"
2018-12-05,47600,48100,47100,48000,"KB금융"
2018-12-06,48400,48400,47550,47750,"KB금융"
2018-12-07,47250,47750,47050,47050,"KB금융"
2018-12-10,46700,46800,45000,45200,"KB금융"
2018-12-11,45000,45800,44200,45600,"KB금융"
2018-12-12,45700,47050,45350,46800,"KB금융"
2018-12-13,46800,47750,46450,47300,"KB금융"
2018-12-14,47450,48200,47300,47950,"KB금융"
2018-12-17,48100,48900,48100,48200,"KB금융"
2018-12-18,48350,49150,48200,48950,"KB금융"
2018-12-19,48700,48950,48100,48200,"KB금융"
2018-12-20,48400,49250,48350,48850,"KB금융"
2018-12-21,48650,48950,47850,48950,"KB금융"
2018-12-24,48400,49100,48200,48750,"KB금융"
2018-12-26,48300,48700,47050,47800,"KB금융"
2018-12-27,46500,46550,45250,45450,"KB금융"
2018-12-28,45700,46500,45700,46500,"KB금융"
2018-12-03,282000,284000,278500,281000,"SK"
2018-12-04,279500,281000,274000,277000,"SK"
2018-12-05,272500,277000,271500,274000,"SK"
2018-12-06,275500,276000,271500,275000,"SK"
2018-12-07,276000,276000,265500,268500,"SK"
2018-12-10,264000,272000,264000,272000,"SK"
2018-12-11,272000,278000,271000,273000,"SK"
2018-12-12,277000,277000,270000,273000,"SK"
2018-12-13,272000,277000,271000,274500,"SK"
2018-12-14,277000,278000,270500,275000,"SK"
2018-12-17,276500,281500,272000,275000,"SK"
